1493829525,1,Margaret,7847,419.46,income;
1493829525,2,Avis,8170,681.81,outcome;
1493829525,3,Richard,3143,606.44,outcome;
1493829525,4,John,2054,971.2,outcome;
1493829525,5,Kaitlin,5472,319.43,outcome;
1493829525,6,Frances,3440,34.32,outcome;
1493829525,7,Martha,6178,945.4,outcome;
1493829525,8,Susan,1365,396.49,outcome;
1493829525,9,Misty,2256,399.67,outcome;
1493829525,10,Tara,3224,770.37,outcome;
1493829525,11,George,5383,161.02,income;
1493829525,12,Christina,2822,568.6,outcome;
1493829525,13,Rebecca,8333,598.02,outcome;
1493829525,14,Rhonda,1413,562.91,outcome;
1493829525,15,Leonard,0714,162.54,income;
1493829525,16,Michael,8244,647.94,outcome;
1493829525,17,Steve,2231,755.9,income;
1493829525,18,Sharla,4482,488.63,outcome;
1493829525,19,Mary,0148,770.32,income;
1493829525,20,Norman,8488,404.52,income;
1493829525,21,Jane,5461,33.57,outcome;
1493829525,22,Crystal,8741,2.0,income;
1493829525,23,Juliet,0165,288.8,income;
1493829525,24,Evan,5317,717.1,income;
1493829525,25,Anna,2477,179.32,outcome;
1493829525,26,Mary,4788,617.09,income;
1493829525,27,Larry,1135,698.42,outcome;
1493829525,28,Ruth,1235,60.61,income;
1493829525,29,Davis,1548,80.43,income;
1493829525,30,Linda,8836,936.81,outcome;
1493829525,31,Jose,8834,176.43,income;
1493829525,32,Edward,3720,72.19,income;
1493829525,33,Tiana,4705,880.12,outcome;
1493829525,34,Sherry,2414,62.28,income;
1493829525,35,Pearl,8366,879.35,outcome;
1493829525,36,Shannon,4185,940.86,income;
1493829525,37,Danielle,8583,579.0,outcome;
1493829525,38,Mandy,6277,467.34,outcome;
1493829525,39,Samuel,6483,997.0,outcome;
1493829525,40,Leah,1608,631.24,outcome;
1493829525,41,Robert,0217,566.94,outcome;
1493829525,42,Anne,7020,998.71,outcome;
1493829525,43,Olivia,4645,528.06,outcome;
1493829525,44,Svetlana,8440,276.41,outcome;
1493829525,45,Shawn,2548,766.46,outcome;
1493829525,46,Joseph,2314,174.06,income;
1493829525,47,Lee,2433,260.86,outcome;
1493829525,48,Yoshiko,8748,913.88,income;
1493829525,49,Kevin,7824,213.9,income;
1493829525,50,Patricia,7285,967.81,outcome;
1493829525,51,Rena,2180,761.49,outcome;
1493829525,52,Charles,8882,287.16,outcome;
1493829525,53,Eric,6676,636.14,income;
1493829525,54,Michael,6175,361.36,income;
1493829525,55,Catherine,6278,554.75,outcome;
1493829525,56,Brent,3778,339.52,income;
1493829525,57,Suzanne,7276,11.8,outcome;
1493829525,58,Charis,3267,0.26,outcome;
1493829525,59,Catherine,3487,306.84,outcome;
1493829525,60,Trevor,8288,293.78,income;
1493829525,61,John,0436,336.66,outcome;
1493829525,62,Edward,8742,963.81,outcome;
1493829525,63,Laurence,8481,553.94,income;
1493829525,64,Tamra,6353,592.5,outcome;
1493829525,65,Nick,5276,241.94,income;
1493829525,66,Linda,3138,118.56,income;
1493829525,67,Jose,1538,988.86,outcome;
1493829525,68,Joseph,3642,46.21,income;
1493829525,69,Joe,6723,473.76,income;
1493829525,70,Angela,5255,752.52,outcome;
1493829525,71,Norman,2423,433.94,income;
1493829525,72,Phyllis,7184,582.4,income;
1493829525,73,Sebastian,5507,406.67,income;
1493829525,74,Caroline,0127,290.89,outcome;
1493829525,75,Daniel,8413,91.26,income;
1493829525,76,Kathy,6046,847.22,outcome;
1493829525,77,John,6755,223.73,income;
1493829525,78,Patricia,6585,242.85,income;
1493829525,79,Frederick,1377,767.52,outcome;
1493829525,80,Carma,6683,512.18,income;
1493829525,81,David,1505,256.38,income;
1493829525,82,Karen,4620,782.7,outcome;
1493829525,83,Brandon,2877,199.37,income;
1493829525,84,Michelle,5240,138.27,outcome;
1493829525,85,William,4876,82.05,outcome;
1493829525,86,Janet,3804,329.35,outcome;
1493829525,87,Garret,7808,778.43,income;
1493829525,88,David,6313,430.04,income;
1493829525,89,Gina,1115,93.45,outcome;
1493829525,90,Sofia,2615,244.48,income;
1493829525,91,William,2884,943.26,outcome;
1493829525,92,Patricia,2372,232.54,outcome;
1493829525,93,Charlotte,1841,697.0,income;
1493829525,94,Betty,5666,702.89,income;
1493829525,95,Irene,7817,431.2,outcome;
1493829525,96,Adolph,8565,214.83,income;
1493829525,97,Todd,3781,275.16,income;
1493829525,98,Dwayne,3666,783.39,income;
1493829525,99,Raymond,6420,793.38,outcome;
1493829525,100,April,1844,493.91,outcome;
1493829525,101,Willie,3776,326.39,income;
1493829525,102,Teresa,6700,304.43,outcome;
1493829525,103,Sharon,2365,84.92,outcome;
1493829525,104,Verona,5067,333.77,income;
1493829525,105,Donna,1562,534.1,income;
1493829525,106,Darlene,6580,986.41,income;
1493829525,107,Jeffery,8511,845.86,outcome;
1493829525,108,Denise,8722,80.51,income;
1493829525,109,Lisa,7633,750.27,income;
1493829525,110,Francis,8666,790.06,outcome;
1493829525,111,Annette,5715,228.23,outcome;
1493829525,112,Fern,5703,342.7,outcome;
1493829525,113,Jose,6181,941.19,outcome;
1493829525,114,Lynn,0325,385.7,income;
1493829525,115,Mitzie,3833,566.9,income;
1493829525,116,Bertha,2682,130.55,outcome;
1493829525,117,Shirley,4213,630.15,outcome;
1493829525,118,Tracy,5443,404.53,outcome;
1493829525,119,Bonnie,6350,693.5,income;
1493829525,120,Alex,6407,65.58,income;
1493829525,121,Jenny,8027,585.83,income;
1493829525,122,Virginia,8716,680.08,outcome;
1493829525,123,John,0605,303.52,income;
1493829525,124,Weston,4341,617.71,outcome;
1493829525,125,Christopher,6838,291.98,outcome;
1493829525,126,James,0461,851.08,outcome;
1493829525,127,Leticia,5566,541.63,income;
1493829525,128,Matthew,4858,21.88,income;
1493829525,129,Valerie,4612,140.13,outcome;
1493829525,130,Linda,5067,745.31,income;
1493829525,131,Theodore,3253,271.0,income;
1493829525,132,John,2107,676.35,outcome;
1493829525,133,Bernice,4437,924.45,income;
1493829525,134,Richard,6050,860.64,outcome;
1493829525,135,Theresa,0118,128.16,income;
1493829525,136,Cindy,8373,377.06,outcome;
1493829525,137,Chrissy,6846,802.21,outcome;
1493829525,138,Gloria,1345,134.87,outcome;
1493829525,139,Jimmy,2346,602.31,income;
1493829525,140,Gregory,1577,223.1,income;
1493829525,141,Loretta,4641,951.24,outcome;
1493829525,142,Doug,6727,988.64,outcome;
1493829525,143,Craig,7580,346.65,outcome;
1493829525,144,Michael,6627,532.46,outcome;
1493829525,145,Clyde,4687,323.73,outcome;
1493829525,146,Dolores,3354,639.14,income;
1493829525,147,Samuel,5843,581.4,outcome;
1493829525,148,Jennifer,1480,227.05,income;
1493829525,149,Nadine,6131,767.22,income;
1493829525,150,David,8486,549.4,outcome;
1493829525,151,Gary,6657,363.87,outcome;
1493829525,152,Arnold,8182,315.28,income;
1493829525,153,Anna,4052,468.88,outcome;
1493829525,154,Brenda,3561,615.54,outcome;
1493829525,155,William,1535,801.06,outcome;
1493829525,156,Joseph,5101,370.88,income;
1493829525,157,John,1138,927.32,income;
1493829525,158,Shirley,5562,659.12,income;
1493829525,159,Stephanie,5680,777.11,outcome;
1493829525,160,Darla,8011,175.32,income;
1493829525,161,Myriam,3150,254.25,outcome;
1493829525,162,Erin,3762,224.77,income;
1493829525,163,Katherine,5550,905.06,income;
1493829525,164,Natalie,5226,269.48,income;
1493829525,165,Kimberly,7124,130.34,income;
1493829525,166,Kathleen,4837,308.36,outcome;
1493829525,167,Michael,7325,786.97,outcome;
1493829525,168,Edna,7468,141.16,outcome;
1493829525,169,Philip,0451,283.87,income;
1493829525,170,Kathryn,1078,338.03,income;
1493829525,171,Susan,1507,578.73,income;
1493829525,172,Lisa,5444,949.44,outcome;
1493829525,173,Anna,6472,795.83,outcome;
1493829525,174,Roger,6352,565.6,outcome;
1493829525,175,Betty,7377,773.07,outcome;
1493829525,176,Ryan,3142,216.12,income;
1493829525,177,Cheryl,1675,933.3,income;
1493829525,178,Daniel,8034,866.33,outcome;
1493829525,179,Anthony,8714,631.82,income;
1493829525,180,Alton,3448,740.96,outcome;
1493829525,181,Gerard,7320,329.69,outcome;
1493829525,182,Nancy,2143,326.15,income;
1493829525,183,Delaine,3831,875.6,outcome;
1493829525,184,Donna,7585,579.56,outcome;
1493829525,185,Michael,5385,448.76,outcome;
1493829525,186,Gregory,8108,657.36,income;
1493829525,187,Matthew,8757,202.76,outcome;
1493829525,188,Agnes,7581,872.63,income;
1493829525,189,Joel,6526,730.05,income;
1493829525,190,Sara,0426,268.69,income;
